source,judge,advocate,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,main_subject
62008CO0055,Schiemann,Bot,Order of the Court (Eighth Chamber) of 25 February 2010,Eighth Chamber,  Santa Casa da Misericórdia de Lisboa v Liga Portuguesa de Futebol Profissional; Bwin International Ltd and Betandwin,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-55/08,ECLI identifier: ECLI:EU:C:2010:86,13/02/2008,25/02/2010,Portugal,ETAB
62008CO0180,Schiemann,Bot,Order of the Court (Sixth Chamber) of 13 November 2008,Sixth Chamber,  Maria Kastrinaki tou Emmanouil v Panepistimiako Geniko Nosokomeio Thessalonikis AHEPA,  Reference for a preliminary ruling: Dioikitiko Efeteio Thessalonikis - Greece,  First subparagraph of Article 104(3) of the Rules of Procedure - Directive 89/48/EEC - Recognition of diplomas - Studies completed in an ‘independent study centre’ not recognised as an educational establishment by the host Member State Psychologist,  Joined cases C-180/08 and C-186/08,ECLI identifier: ECLI:EU:C:2008:627,28/04/2008,13/11/2008,Greece,ETAB
62006CO0191,Schiemann,Ruiz-Jarabo Colomer,Order of the Court (Sixth Chamber) of 6 March 2007,Sixth Chamber,Aniello Gallo and Gianluca Damonte,Reference for a preliminary ruling: Tribunale di Lecce - Italy,Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Interpretation of Articles 43 EC and 49 EC - Games of chance - Collection of bets on sporting events - Licensing requirement - Exclusion of certain operators by reason of their type of corporate form - Requirement of police authorisation - Criminal penalties,Case C-191/06,ECLI identifier: ECLI:EU:C:2007:141,14/04/2006,6/3/2007,Italy,ETAB
62005CO0397,Schiemann,Ruiz-Jarabo Colomer,Order of the Court (Sixth Chamber) of 6 March 2007,Sixth Chamber,Maria Grazia Di Maggio and Salvatore Buccola,Reference for a preliminary ruling: Tribunale di Palermo - Italy,First paragraph of Article 104(3)of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Interpretation of Articles 43 EC and 49 EC - Games of chance - Collection of bets on sporting events - Licensing requirement - Exclusion of certain operators by reason of their type of corporate form - Requirement of police authorisation - Criminal penalties,Case C-397/05,ECLI identifier: ECLI:EU:C:2007:135,14/11/2005,6/3/2007,Italy,ETAB
62005CO0395,Schiemann,Ruiz-Jarabo Colomer,Order of the Court (Sixth Chamber) of 6 March 2007,Sixth Chamber,Antonello D'Antonio and Others,Reference for a preliminary ruling: Tribunale di Viterbo - Italy,Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Rules of competition applicable to undertakings - Interpretation of Articles 31 EC; 43 EC; 49 EC and 86 EC - Games of chance - Collection of bets on sporting events - Licensing requirement - Exclusion of certain operators by reason of their type of corporate form - Requirement of police authorisation - Criminal penalties,Case C-395/05,ECLI identifier: ECLI:EU:C:2007:134,10/11/2005,6/3/2007,Italy,ETAB
62005CO0466,Schiemann,Ruiz-Jarabo Colomer,Order of the Court (Sixth Chamber) of 6 March 2007,Sixth Chamber,Gianluca Damonte,Reference for a preliminary ruling: Tribunale di Lecce - Italy,First subparagraph of Article 104(3) of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Interpretation of Articles 43 EC and 49 EC - Games of chance - Collection of bets on sporting events - Licensing requirement - Exclusion of certain operators by reason of their type of corporate form - Requirement of police authorisation - Criminal penalties,Case C-466/05,ECLI identifier: ECLI:EU:C:2007:136,27/12/2005,6/3/2007,Italy,ETAB
62011CO0474,Schiemann,Mazák,Order of the Court (Eighth Chamber) of 1 March 2012,Eighth Chamber,  Smanor SA v European Commission and European Ombudsman,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-474/11 P,ECLI identifier: ECLI:EU:C:2012:121,19/09/2011,1/3/2012,France,INST
62010CO0609,Schiemann,Cruz Villalón,Order of the Court (Eighth Chamber) of 14 April 2011,Eighth Chamber,  Dieter C, Umbach v European Commission,  Appeal - Access to the documents of the Institutions - 'TACIS programme' - Contract concluded by the Commission - Termination of the contract - Dispute between the contracting parties - Application for access to documents - Manifest inadmissibility,  Case C-609/10 P,ECLI identifier: ECLI:EU:C:2011:263,21/12/2010,14/04/2011,Thailand; Provisional data,INST
62008CO0535,Schiemann,Poiares Maduro,Order of the Court (Sixth Chamber) of 26 March 2009,Sixth Chamber,  Maria Catena Rita Pignataro v Ufficio centrale circoscrizionale presso il Tribunale di Catania and Others,  Reference for a preliminary ruling: Tribunale amministrativo regionale per la Sicilia - Italy,  Eligibility requirements for regional elections - Requirement of residence in the region concerned - Articles 17 EC and 18 EC - Fundamental rights - No link with Community law - Court clearly lacking jurisdiction,  Case C-535/08,ECLI identifier: ECLI:EU:C:2009:204,3/12/2008,26/03/2009,Italy,INST
62006CO0525,Schiemann,Bot,Order of the Court (Second Chamber) of 24 March 2009,Second Chamber,  De Nationale Loterij NV v Customer Service Agency BVBA,  Reference for a preliminary ruling: Rechtbank van koophandel te Hasselt - Belgium,  Appeal against a judgment making a reference for a preliminary ruling - Appeal court giving judgment itself in the main proceedings - No need to reply,  Case C-525/06,ECLI identifier: ECLI:EU:C:2009:179,22/12/2006,24/03/2009,Belgium,INST
62004CO0328,Schiemann,Stix-Hackl,Order of the Court (Fourth Chamber) of 6 October 2005,Fourth Chamber,  Criminal proceedings against Attila Vajnai,  Reference for a preliminary ruling: Fővárosi Bíróság - Hungary,  Reference for a preliminary ruling - Interpretation of the principle of non-discrimination - National provision prohibiting; on pain of criminal prosecution; the use in public of a symbol consisting of a five-point red star - Lack of jurisdiction of the Court,  Case C-328/04,ECLI identifier: ECLI:EU:C:2005:596,28/07/2004,6/10/2005,Hungary,INST
62008CO0055,Schiemann,Bot,Order of the Court (Eighth Chamber) of 25 February 2010,Eighth Chamber,  Santa Casa da Misericórdia de Lisboa v Liga Portuguesa de Futebol Profissional; Bwin International Ltd and Betandwin,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-55/08,ECLI identifier: ECLI:EU:C:2010:86,13/02/2008,25/02/2010,Portugal,LCC
62008CO0180,Schiemann,Bot,Order of the Court (Sixth Chamber) of 13 November 2008,Sixth Chamber,  Maria Kastrinaki tou Emmanouil v Panepistimiako Geniko Nosokomeio Thessalonikis AHEPA,  Reference for a preliminary ruling: Dioikitiko Efeteio Thessalonikis - Greece,  First subparagraph of Article 104(3) of the Rules of Procedure - Directive 89/48/EEC - Recognition of diplomas - Studies completed in an ‘independent study centre’ not recognised as an educational establishment by the host Member State Psychologist,  Joined cases C-180/08 and C-186/08,ECLI identifier: ECLI:EU:C:2008:627,28/04/2008,13/11/2008,Greece,LCT
62003CO0396,Schiemann,Tizzano,Order of the Court (Fourth Chamber) of 3 June 2005,Fourth Chamber,  Magnus Killinger v Federal Republic of Germany; Council of the European Union and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-396/03 P,ECLI identifier: ECLI:EU:C:2005:355,22/09/2003,3/6/2005,Germany,LCT
62004CO0328,Schiemann,Stix-Hackl,Order of the Court (Fourth Chamber) of 6 October 2005,Fourth Chamber,  Criminal proceedings against Attila Vajnai,  Reference for a preliminary ruling: Fővárosi Bíróság - Hungary,  Reference for a preliminary ruling - Interpretation of the principle of non-discrimination - National provision prohibiting; on pain of criminal prosecution; the use in public of a symbol consisting of a five-point red star - Lack of jurisdiction of the Court,  Case C-328/04,ECLI identifier: ECLI:EU:C:2005:596,28/07/2004,6/10/2005,Hungary,PRIN
62003CO0396,Schiemann,Tizzano,Order of the Court (Fourth Chamber) of 3 June 2005,Fourth Chamber,  Magnus Killinger v Federal Republic of Germany; Council of the European Union and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-396/03 P,ECLI identifier: ECLI:EU:C:2005:355,22/09/2003,3/6/2005,Germany,PRIN
62009CO0193,Schiemann,Trstenjak,Order of the Court (Eighth Chamber) of 4 March 2010,Eighth Chamber,  Kaul GmbH v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-193/09 P,ECLI identifier: ECLI:EU:C:2010:121,1/6/2009,4/3/2010,Germany,PROP
62006CO0092,Schiemann,Ruiz-Jarabo Colomer,Order of the Court (Fourth Chamber) of 13 July 2006,Fourth Chamber,  Soffass SpA v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-92/06 P,ECLI identifier: ECLI:EU:C:2006:484,8/2/2006,13/07/2006,Italy,PROP
62010CO0102,Schiemann,Mengozzi,Order of the Court (Eighth Chamber) of 28 October 2010,Eighth Chamber,  Frăsina Bejan v Tudorel Muşat,  Reference for a preliminary ruling: Judecătoria Focşani - Romania,  Rules of Procedure - Articles 92(1) and 103(1) and 104(3); first and second subparagraphs - Approximation of laws - Compulsory motor civil liability insurance system - Optional insurance contract - Inapplicability,  Case C-102/10,ECLI identifier: ECLI:EU:C:2010:654,24/02/2010,28/10/2010,Romania,RAPL
62010CO0164,Schiemann,Cruz Villalón,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,Emanuele Ferazzoli and Others v Ministero dell'Interno,Reference for a preliminary ruling — Tribunale Amministrativo Regionale del Lazio — Freedom of movement of persons — Freedom to provide services — Activity of collecting bets — Domestic legislation reserving the right to engage in the activity of collecting bets to national operators who have obtained a licence — Restrictions of the opening of new betting outlets for the holders of new licences — Licences lost when there is cross-border organisation of gaming similar to that considered to be ‘public’– Whether compatible with Articles 43 EC and 49 EC,Article 104(3); first subparagraph; of the Rules of Procedure — Freedom of establishment — Freedom to provide services — Betting and gaming — Collection of bets on sporting events — Licensing requirement — Consequences of an infringement of European Union law in the awarding of licences — Award of 16 300 additional licences — Principle of equal treatment and the obligation of transparency — Principle of legal certainty — Protection of holders of earlier licences — National legislation — Mandatory minimum distances between betting outlets — Whether permissible — Cross-border activities analogous to those engaged in under the licence — Prohibited by national legislation — Whether permissible,Joined Cases C‑164/10 to C‑176/10,ECLI identifier: ECLI:EU:C:2012:81,2/4/2010,16/02/2012,Italy,SERV
62011CO0612,Schiemann,Cruz Villalón,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Criminal proceedings against Vincenzo Veneruso,  Reference for a preliminary ruling: Tribunale di Milano - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-612/11,ECLI identifier: ECLI:EU:C:2012:100,30/11/2011,16/02/2012,Italy,SERV
62010CO0413,Schiemann,Cruz Villalón,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Criminal proceedings against Michela Pulignani and Others,  Reference for a preliminary ruling: Tribunale di Prato - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-413/10,ECLI identifier: ECLI:EU:C:2012:87,18/08/2010,16/02/2012,Italy,SERV
62010CO0255,Schiemann,Cruz Villalón,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,Criminal proceedings against Alessandro Sacchi,Reference for a preliminary ruling — Tribunale ordinario di Roma — Freedom of movement of persons — Freedom to provide services — Activity of collecting bets — Domestic legislation making the exercise of that activity conditional upon the obtaining of authorisation and a public security permit — Protection afforded to persons obtaining authorisations and permits by means of award procedures that unlawfully excluded other operators from the same sector — Whether compatible with Articles 43 EC and 49 EC,Article 104(3); first subparagraph; of the Rules of Procedure — Freedom of establishment — Freedom to provide services — Betting and gaming — Collection of bets on sporting events — Licence required — Action to be taken following an infringement of European Union law in the awarding of licences — Award of 16 300 additional licences — Principle of equal treatment and the obligation of transparency — Principle of legal certainty — Protection of holders of earlier licences — National legislation — Mandatory minimum distances between betting outlets — Whether permissible — Cross-border activities analogous to those engaged in under the licence — Prohibited by national legislation — Whether permissible,Case C‑255/10,ECLI identifier: ECLI:EU:C:2012:83,21/05/2010,16/02/2012,Italy,SERV
62011CO0368,Schiemann,Cruz Villalón,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Criminal proceedings against Raffaele Arrichiello,  Reference for a preliminary ruling: Tribunale di Santa Maria Capua Vetere - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-368/11,ECLI identifier: ECLI:EU:C:2012:99,11/7/2011,16/02/2012,Italy,SERV
62010CO0279,Schiemann,Cruz Villalón,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Criminal proceedings against Matteo Minesi,  Reference for a preliminary ruling: Tribunale di Verbania - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-279/10,ECLI identifier: ECLI:EU:C:2012:84,4/6/2010,16/02/2012,Italy,SERV
62011CO0107,Schiemann,Cruz Villalón,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Ministero dell'Interno and Questura di Caltanissetta v Massimiliano Rizzo,  Reference for a preliminary ruling: Consiglio di Giustizia amministrativa per la Regione siciliana - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-107/11,ECLI identifier: ECLI:EU:C:2012:96,3/3/2011,16/02/2012,Italy,SERV
62010CO0501,Schiemann,Cruz Villalón,Order of the Court (Eighth Chamber) of 16 February 2012,Eighth Chamber,  Criminal proceedings against Raffaele Russo,  Reference for a preliminary ruling: Tribunale di Santa Maria Capua Vetere - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Betting and gaming - Collection of bets on sporting events - Licensing requirement - Consequences of an infringement of European Union law in the awarding of licences - Award of 16 300 additional licences - Principle of equal treatment and the obligation of transparency - Principle of legal certainty - Protection of holders of earlier licences - National legislation - Mandatory minimum distances between betting outlets - Whether permissible - Cross-border activities analogous to those engaged in under the licence - Prohibition under national legislation - Whether permissible,  Case C-501/10,ECLI identifier: ECLI:EU:C:2012:89,19/10/2010,16/02/2012,Italy,SERV
62010CO0102,Schiemann,Mengozzi,Order of the Court (Eighth Chamber) of 28 October 2010,Eighth Chamber,  Frăsina Bejan v Tudorel Muşat,  Reference for a preliminary ruling: Judecătoria Focşani - Romania,  Rules of Procedure - Articles 92(1) and 103(1) and 104(3); first and second subparagraphs - Approximation of laws - Compulsory motor civil liability insurance system - Optional insurance contract - Inapplicability,  Case C-102/10,ECLI identifier: ECLI:EU:C:2010:654,24/02/2010,28/10/2010,Romania,SERV
62008CO0055,Schiemann,Bot,Order of the Court (Eighth Chamber) of 25 February 2010,Eighth Chamber,  Santa Casa da Misericórdia de Lisboa v Liga Portuguesa de Futebol Profissional; Bwin International Ltd and Betandwin,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-55/08,ECLI identifier: ECLI:EU:C:2010:86,13/02/2008,25/02/2010,Portugal,SERV
62006CO0525,Schiemann,Bot,Order of the Court (Second Chamber) of 24 March 2009,Second Chamber,  De Nationale Loterij NV v Customer Service Agency BVBA,  Reference for a preliminary ruling: Rechtbank van koophandel te Hasselt - Belgium,  Appeal against a judgment making a reference for a preliminary ruling - Appeal court giving judgment itself in the main proceedings - No need to reply,  Case C-525/06,ECLI identifier: ECLI:EU:C:2009:179,22/12/2006,24/03/2009,Belgium,SERV
62008CO0180,Schiemann,Bot,Order of the Court (Sixth Chamber) of 13 November 2008,Sixth Chamber,  Maria Kastrinaki tou Emmanouil v Panepistimiako Geniko Nosokomeio Thessalonikis AHEPA,  Reference for a preliminary ruling: Dioikitiko Efeteio Thessalonikis - Greece,  First subparagraph of Article 104(3) of the Rules of Procedure - Directive 89/48/EEC - Recognition of diplomas - Studies completed in an ‘independent study centre’ not recognised as an educational establishment by the host Member State Psychologist,  Joined cases C-180/08 and C-186/08,ECLI identifier: ECLI:EU:C:2008:627,28/04/2008,13/11/2008,Greece,SERV
62006CO0191,Schiemann,Ruiz-Jarabo Colomer,Order of the Court (Sixth Chamber) of 6 March 2007,Sixth Chamber,Aniello Gallo and Gianluca Damonte,Reference for a preliminary ruling: Tribunale di Lecce - Italy,Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Interpretation of Articles 43 EC and 49 EC - Games of chance - Collection of bets on sporting events - Licensing requirement - Exclusion of certain operators by reason of their type of corporate form - Requirement of police authorisation - Criminal penalties,Case C-191/06,ECLI identifier: ECLI:EU:C:2007:141,14/04/2006,6/3/2007,Italy,SERV
62005CO0397,Schiemann,Ruiz-Jarabo Colomer,Order of the Court (Sixth Chamber) of 6 March 2007,Sixth Chamber,Maria Grazia Di Maggio and Salvatore Buccola,Reference for a preliminary ruling: Tribunale di Palermo - Italy,First paragraph of Article 104(3)of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Interpretation of Articles 43 EC and 49 EC - Games of chance - Collection of bets on sporting events - Licensing requirement - Exclusion of certain operators by reason of their type of corporate form - Requirement of police authorisation - Criminal penalties,Case C-397/05,ECLI identifier: ECLI:EU:C:2007:135,14/11/2005,6/3/2007,Italy,SERV
62005CO0395,Schiemann,Ruiz-Jarabo Colomer,Order of the Court (Sixth Chamber) of 6 March 2007,Sixth Chamber,Antonello D'Antonio and Others,Reference for a preliminary ruling: Tribunale di Viterbo - Italy,Article 104(3); first subparagraph; of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Rules of competition applicable to undertakings - Interpretation of Articles 31 EC; 43 EC; 49 EC and 86 EC - Games of chance - Collection of bets on sporting events - Licensing requirement - Exclusion of certain operators by reason of their type of corporate form - Requirement of police authorisation - Criminal penalties,Case C-395/05,ECLI identifier: ECLI:EU:C:2007:134,10/11/2005,6/3/2007,Italy,SERV
62005CO0466,Schiemann,Ruiz-Jarabo Colomer,Order of the Court (Sixth Chamber) of 6 March 2007,Sixth Chamber,Gianluca Damonte,Reference for a preliminary ruling: Tribunale di Lecce - Italy,First subparagraph of Article 104(3) of the Rules of Procedure - Freedom of establishment - Freedom to provide services - Interpretation of Articles 43 EC and 49 EC - Games of chance - Collection of bets on sporting events - Licensing requirement - Exclusion of certain operators by reason of their type of corporate form - Requirement of police authorisation - Criminal penalties,Case C-466/05,ECLI identifier: ECLI:EU:C:2007:136,27/12/2005,6/3/2007,Italy,SERV
62001CO0151,Schintgen,Ruiz-Jarabo Colomer,Order of the Court (Second Chamber) of 30 January 2002,Second Chamber,  La Conqueste SCEA v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-151/01 P,ECLI identifier: ECLI:EU:C:2002:62,6/4/2001,30/01/2002,France,AGRI
61999CO0307,Schintgen,Tizzano,Order of the Court of 2 May 2001,,  OGT Fruchthandelsgesellschaft mbH v Hauptzollamt Hamburg-St,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-307/99,ECLI identifier: ECLI:EU:C:2001:228,13/08/1999,2/5/2001,Germany,AGRI
61998CO0447,Schintgen,Léger,Order of the Court (Second Chamber) of 26 October 2000,Second Chamber,  Molkerei Großbraunshain GmbH and Bene Nahrungsmittel GmbH v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-447/98 P,ECLI identifier: ECLI:EU:C:2000:586,7/12/1998,26/10/2000,Germany,AGRI
61999CO0518,Schintgen,Léger,Order of the Court (Sixth Chamber) of 5 April 2001,Sixth Chamber,  Richard Gaillard v Alaya Chekili,  Reference for a preliminary ruling: Cour d'appel de Bruxelles - Belgium,  Article 104(3) of the Rules of Procedure - Brussels Convention - Article 16(1) - Exclusive jurisdiction in proceedings which have as their object rights in rem in immovable property - Scope - Action for rescission of a contract of sale of immovable property and for damages,  Case C-518/99,ECLI identifier: ECLI:EU:C:2001:209,31/12/1999,5/4/2001,Belgium,CECC
62001CO0001,Schintgen,Jacobs,Order of the Court (Second Chamber) of 20 September 2001,Second Chamber,  Asia Motor France SA; André-François Bach and Monin automobiles SA v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-1/01 P,ECLI identifier: ECLI:EU:C:2001:483,3/1/2001,20/09/2001,France,CONC
62000CO0039,Schintgen,Ruiz-Jarabo Colomer,Order of the Court (Sixth Chamber) of 13 December 2000,Sixth Chamber,  Services pour le groupement d'acquisitions SARL v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-39/00 P,ECLI identifier: ECLI:EU:C:2000:685,11/2/1999,13/12/2000,France,CONC
62000CO0044,Schintgen,Ruiz-Jarabo Colomer,Order of the Court (Second Chamber) of 13 December 2000,Second Chamber,  Société de distribution mécanique et d'automobiles v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-44/00 P,ECLI identifier: ECLI:EU:C:2000:686,14/02/2000,13/12/2000,France,CONC
62006CO0276,Schintgen,Poiares Maduro,Order of the Court (Fifth Chamber) of 17 April 2007,Fifth Chamber,  Mamate El Youssfi v Office national des pensions (ONP),  Reference for a preliminary ruling: Tribunal du travail de Verviers - Belgium,  Article 104(3); first subparagraph; of the Rules of Procedure - Euro-Mediterranean Agreement EC-Morocco - Article 65 - Principle of non-discrimination in matters of social security - Statutory Guaranteed Income for Elderly Persons,  Case C-276/06,ECLI identifier: ECLI:EU:C:2007:215,26/06/2006,17/04/2007,Belgium,DFON
62005CO0336,Schintgen,Poiares Maduro,Order of the Court (Fifth Chamber) of 13 June 2006,Fifth Chamber,  Ameur Echouikh v Secrétaire d'État aux Anciens Combattants,  Reference for a preliminary ruling: Tribunal départemental des pensions militaires du Morbihan - France,  Article 104(3); first subparagraph; of the Rules of Procedure - Euro-Mediterranean Agreement EC-Morocco - Article 65 - Principle of non-discrimination in matters of social security - Armed services invalidity pension,  Case C-336/05,ECLI identifier: ECLI:EU:C:2006:394,15/09/2005,13/06/2006,France,DISC
62003CO0320(02),Schintgen,Geelhoed,Order of the President of the Court of 27 April 2004,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-320/03 R,ECLI identifier: ECLI:EU:C:2004:231,25/07/2003,27/04/2004,Austria,ENV
62003CO0320(01),Schintgen,Geelhoed,Order of the President of the Court of 2 October 2003,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-320/03 R,ECLI identifier: ECLI:EU:C:2003:543,25/07/2003,2/10/2003,Austria,ENV
62003CO0320,Schintgen,Geelhoed,Order of the President of the Court of 30 July 2003,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-320/03 R,ECLI identifier: ECLI:EU:C:2003:423,25/07/2003,30/07/2003,Austria,ENV
62006CO0276,Schintgen,Poiares Maduro,Order of the Court (Fifth Chamber) of 17 April 2007,Fifth Chamber,  Mamate El Youssfi v Office national des pensions (ONP),  Reference for a preliminary ruling: Tribunal du travail de Verviers - Belgium,  Article 104(3); first subparagraph; of the Rules of Procedure - Euro-Mediterranean Agreement EC-Morocco - Article 65 - Principle of non-discrimination in matters of social security - Statutory Guaranteed Income for Elderly Persons,  Case C-276/06,ECLI identifier: ECLI:EU:C:2007:215,26/06/2006,17/04/2007,Belgium,EXT
62005CO0336,Schintgen,Poiares Maduro,Order of the Court (Fifth Chamber) of 13 June 2006,Fifth Chamber,  Ameur Echouikh v Secrétaire d'État aux Anciens Combattants,  Reference for a preliminary ruling: Tribunal départemental des pensions militaires du Morbihan - France,  Article 104(3); first subparagraph; of the Rules of Procedure - Euro-Mediterranean Agreement EC-Morocco - Article 65 - Principle of non-discrimination in matters of social security - Armed services invalidity pension,  Case C-336/05,ECLI identifier: ECLI:EU:C:2006:394,15/09/2005,13/06/2006,France,EXT
62002CO0023,Schintgen,Alber,Order of the Court (Second Chamber) of 12 February 2003,Second Chamber,  Office national de l'emploi v Mohamed Alami,  Reference for a preliminary ruling: Cour de cassation - Belgium,  Article 104(3) of the Rules of Procedure - EEC-Morocco Cooperation Agreement - Article 41 - Principle of non-discrimination in the field of social security - Scope - Unemployment benefit,  Case C-23/02,ECLI identifier: ECLI:EU:C:2003:89,31/01/2002,12/2/2003,Belgium,EXT
61999CO0307,Schintgen,Tizzano,Order of the Court of 2 May 2001,,  OGT Fruchthandelsgesellschaft mbH v Hauptzollamt Hamburg-St,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-307/99,ECLI identifier: ECLI:EU:C:2001:228,13/08/1999,2/5/2001,Germany,EXT
62000CO0264,Schintgen,Geelhoed,Order of the Court (Sixth Chamber) of 21 March 2002,Sixth Chamber,  Gründerzentrum-Betrieb-GmbH v Land Baden-Württemberg,  Reference for a preliminary ruling: Amtsgericht Müllheim/Baden - Germany,  Article 104(3) of the Rules of Procedure - Raising of capital - Directive 69/335/EEC - Charges for the drawing up of a notarially attested act recording the formation of a capital company,  Case C-264/00,ECLI identifier: ECLI:EU:C:2002:201,29/06/2000,21/03/2002,Germany,FISC
62003CO0320(02),Schintgen,Geelhoed,Order of the President of the Court of 27 April 2004,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-320/03 R,ECLI identifier: ECLI:EU:C:2004:231,25/07/2003,27/04/2004,Austria,LCM
62003CO0320(01),Schintgen,Geelhoed,Order of the President of the Court of 2 October 2003,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-320/03 R,ECLI identifier: ECLI:EU:C:2003:543,25/07/2003,2/10/2003,Austria,LCM
62003CO0320,Schintgen,Geelhoed,Order of the President of the Court of 30 July 2003,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-320/03 R,ECLI identifier: ECLI:EU:C:2003:423,25/07/2003,30/07/2003,Austria,LCM
