source,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,ruling_type,ruling_content
62008CJ0215,Case C-215/08,EU:C:2010:186,Judgement,Tizzano,Trstenjak,Germany,Germany-First Chamber,First Chamber,2,2008-05-22,2010-04-15,2010,4,2008.0,5.0,693 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 15 April 2010.,E. Friz GmbH v Carsten von der Heyden.,Reference for a preliminary ruling: Bundesgerichtshof - Germany.,Consumer protection - Contracts negotiated away from business premises - Scope of Directive 85/577/EEC - Entry into a closed-end real property fund established in the form of a partnership - Cancellation.
62008CJ0304,Case C-304/08,EU:C:2010:12,Judgement,Tizzano,Trstenjak,Germany,Germany-First Chamber,First Chamber,2,2008-07-09,2010-01-14,2010,1,2008.0,7.0,554 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 14 January 2010.,Zentrale zur Bekämpfung unlauteren Wettbewerbs eV v Plus Warenhandelsgesellschaft mbH.,Reference for a preliminary ruling: Bundesgerichtshof - Germany.,Directive 2005/29/EC - Unfair commercial practices - National legislation laying down a prohibition in principle of commercial practices which make the participation of consumers in a lottery conditional on the purchase of goods or the use of services.
62008CJ0227,Case C-227/08,EU:C:2009:792,Judgement,Tizzano,Trstenjak,Spain,Spain-First Chamber,First Chamber,2,2008-05-26,2009-12-17,2009,12,2008.0,5.0,570 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 17 December 2009.,Eva Martín Martín v EDP Editores SL.,Reference for a preliminary ruling: Audiencia Provincial de Salamanca - Spain.,Directive 85/577/EEC - Article 4 - Consumer protection - Contracts negotiated away from business premises - Right of cancellation - Obligation on the trader to give notice of that right - Contract void - Appropriate measures.
62008CJ0358,Case C-358/08,EU:C:2009:744,Judgement,Lenaerts,Trstenjak,United Kingdom,United Kingdom-Grand Chamber,Grand Chamber,2,2008-08-05,2009-12-02,2009,12,2008.0,8.0,484 days 00:00:00.000000000,1,0,Judgment of the Court (Grand Chamber) of 2 December 2009.,Aventis Pasteur SA v OB.,Reference for a preliminary ruling: House of Lords - United Kingdom.,Directive 85/374/EEC - Liability for defective products - Articles 3 and 11 - Mistake in the classification of ‘producer’ - Judicial proceedings - Application for substitution of the producer for the original defendant - Expiry of the limitation period.
62008CJ0040,Case C-40/08,EU:C:2009:615,Judgement,Tizzano,Trstenjak,Spain,Spain-First Chamber,First Chamber,2,2008-02-05,2009-10-06,2009,10,2008.0,2.0,609 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 6 October 2009.,Asturcom Telecomunicaciones SL v Cristina Rodríguez Nogueira.,Reference for a preliminary ruling: Juzgado de Primera Instancia nº 4 de Bilbao - Spain.,Directive 93/13/EEC - Consumer contracts - Unfair arbitration clause - Measure void - Arbitration award which has become final - Enforcement -Whether the national court responsible for enforcement can consider of its own motion whether the unfair arbitration clause is null and void - Principles of equivalence and effectiveness.
62007CJ0489,Case C-489/07,EU:C:2009:502,Judgement,Jann,Trstenjak,Germany,Germany-First Chamber,First Chamber,2,2007-11-05,2009-09-03,2009,9,2007.0,11.0,668 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 3 September 2009.,Pia Messner v Firma Stefan Krüger.,Reference for a preliminary ruling: Amtsgericht Lahr - Germany.,Directive 97/7/EC - Consumer protection - Distance contracts - Exercise by the consumer of the right of withdrawal - Compensation for use to be paid to the seller.
62007CJ0261,Joined cases C-261/07 and C-299/07,EU:C:2009:244,Judgement,Tizzano,Trstenjak,Belgium,Belgium-First Chamber,First Chamber,2,2007-06-01,2009-04-23,2009,4,2007.0,6.0,692 days 00:00:00.000000000,1,1,Judgment of the Court (First Chamber) of 23 April 2009.,VTB-VAB NV v Total Belgium NV (C-261/07) and Galatea BVBA v Sanoma Magazines Belgium NV (C-299/07).,References for a preliminary ruling: Rechtbank van koophandel te Antwerpen - Belgium.,Directive 2005/29/EC - Unfair commercial practices - National legislation prohibiting combined offers to consumers.
62005CJ0327,  Case C-327/05,EU:C:2007:409,Judgement,Jann,Trstenjak,Denmark,Denmark-First Chamber,First Chamber,2,2005-08-23,2007-07-05,2007,7,2005.0,8.0,681 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 5 July 2007. , Commission of the European Communities v Kingdom of Denmark. ,not_specified, Failure of a Member State to fulfil obligations - Directive 85/374/EEC - Liability for defective products - Liability of the supplier for a defective product. 
61991CJ0146,  Case C-146/91,EU:C:1994:329,Judgement,Zuleeg,Van Gerven,Greece,Greece-Fifth Chamber,Fifth Chamber,3,1991-05-29,1994-09-15,1994,9,1991.0,5.0,1205 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 15 September 1994. , Koinopraxia Enóséon Georgikon Synetairismon Diacheiríséos Enchorion Proïonton Syn. PE (KYDEP) v Council of the European Union and Commission of the European Communities. ,not_specified, Common organization of the market in cereals - Non-contractual liability. 
61993CJ0144,  Case C-144/93,EU:C:1994:354,Judgement,Edward,Van Gerven,Germany,Germany-First Chamber,First Chamber,2,1993-04-06,1994-09-28,1994,9,1993.0,4.0,540 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 28 September 1994. , Pfanni Werke Otto Eckart KG v Landeshauptstadt München. , Reference for a preliminary ruling: Bundesverwaltungsgericht - Germany. , Foodstuffs - Obligation to include an additive in the list of ingredients (labelling) - Directive 79/112/EEC - Derogation from that obligation. 
61992CJ0285,  Case C-285/92,EU:C:1993:894,Judgement,DÃ­ez de Velasco,Van Gerven,Netherlands,Netherlands-Sixth Chamber,Sixth Chamber,2,1992-06-24,1993-11-17,1993,11,1992.0,6.0,511 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 17 November 1993. ," Criminal proceedings against Coöperatieve Zuivelindustrie ""Twee Provinciën"" WA. ", Reference for a preliminary ruling: Arrondissementsrechtbank Leeuwarden - Netherlands. , National measures in the cheese sector - Labelling. 
61981CJ0124,  Case 124/81,EU:C:1983:30,Judgement,Galmot,VerLoren van Themaat,United Kingdom,United Kingdom-not_specified,not_specified,3,1981-05-22,1983-02-08,1983,2,1981.0,5.0,627 days 00:00:00.000000000,1,0,Judgment of the Court of 8 February 1983. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,not_specified, Failure of a Member State to fulfil its obligations - Measures having an effect equivalent to quantitative restrictions - Milk sterilized by the UHT process. 
61981CJ0286,  Case 286/81,EU:C:1982:438,Judgement,Everling,VerLoren van Themaat,Netherlands,Netherlands-not_specified,not_specified,2,1981-11-03,1982-12-15,1982,12,1981.0,11.0,407 days 00:00:00.000000000,1,0,Judgment of the Court of 15 December 1982. , Criminal proceedings against Oosthoek's Uitgeversmaatschappij BV. , Reference for a preliminary ruling: Gerechtshof Amsterdam - Netherlands. , Free movement of goods - Prohibition of the offering of free gifts for sales promotion purposes. 
61981CJ0006,  Case 6/81,EU:C:1982:72,Judgement,Due,VerLoren van Themaat,Netherlands,Netherlands-not_specified,not_specified,3,1981-01-14,1982-03-02,1982,3,1981.0,1.0,412 days 00:00:00.000000000,1,0,Judgment of the Court of 2 March 1982. , BV Industrie Diensten Groep v J.A. Beele Handelmaatschappij BV. , Reference for a preliminary ruling: Gerechtshof 's-Gravenhage - Netherlands. , Free movement of goods - Precise imitation. 
62014CJ0169,Case Câ169/14,EU:C:2014:2099,Judgement,Levits,Wahl,Spain,Spain-First Chamber,First Chamber,3,2014-04-07,2014-07-17,2014,7,2014.0,4.0,101 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber); 17 July 2014.,Juan Carlos Sánchez Morcillo and María del Carmen Abril García v Banco Bilbao Vizcaya Argentaria SA.,Request for a preliminary ruling from the Audiencia Provincial de Castellón.,Reference for a preliminary ruling — Directive 93/13/EEC — Article 7 — Charter of Fundamental Rights of the European Union — Article 47 — Consumer contracts — Mortgage loan agreement — Unfair terms — Mortgage enforcement proceedings — Right to an appeal.
62012CJ0470,Case Câ470/12,EU:C:2014:101,Judgement,Toader,Wahl,Slovakia,Slovakia-Third Chamber,Third Chamber,3,2012-10-19,2014-02-27,2014,2,2012.0,10.0,496 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber); 27 February 2014.,Pohotovosť s. r. o. v Miroslav Vašuta.,Request for a preliminary ruling from the Okresný súd Svidník.,Reference for a preliminary ruling — Consumer credit contract — Unfair terms — Directive 93/13/EEC — Enforcement of an arbitration award — Application for leave to intervene in enforcement proceedings — Consumer protection association — National legislation which does not allow such an intervention — Procedural autonomy of the Member States.
62015CJ0327,Case C-327/15,EU:C:2016:974,Judgement,JaraÅ¡iÅ«nas,Wahl,Denmark,Denmark-Second Chamber,Second Chamber,5,2015-07-02,2016-12-21,2016,12,2015.0,7.0,538 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 21 December 2016.,TDC A/S v Teleklagenævnet and Erhvervs- og Vækstministeriet.,Request for a preliminary ruling from the Østre Landsret.,Reference for a preliminary ruling — Electronic communications networks and services — Directive 2002/22/EC — Universal service — Articles 12 and 13 — Calculation of the cost of universal service obligations — Article 32 — Compensation for costs relating to additional mandatory services — Direct effect — Article 107(1) and Article 108(3) TFEU — Maritime radio safety and emergency services in Denmark and Greenland — National rules — Submission of an application for compensation for costs relating to additional mandatory services — Three-month time limit — Principles of equivalence and effectiveness).
62015CJ0598,Case C-598/15,EU:C:2017:945,Judgement,Levits,Wahl,Spain,Spain-Fifth Chamber,Fifth Chamber,2,2015-11-16,2017-12-07,2017,12,2015.0,11.0,752 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 7 December 2017.,Banco Santander; SA v Cristobalina Sánchez López.,Request for a preliminary ruling from the Juzgado de Primera Instancia de Jerez de la Frontera.,Reference for a preliminary ruling — Directive 93/13/EEC — Consumer contracts — Unfair terms — Powers of the national court — Effectiveness of the protection afforded to consumers — Mortgage loan agreement — Extrajudicial enforcement procedure — Simplified declaratory court procedure for recognition of the real rights of the successful bidder.
62016CJ0186,Case C-186/16,EU:C:2017:703,Judgement,Prechal,Wahl,Romania,Romania-Second Chamber,Second Chamber,2,2016-04-01,2017-09-20,2017,9,2016.0,4.0,537 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 20 September 2017.,Ruxandra Paula Andriciuc and Others v Banca Românească SA.,Request for a preliminary ruling from the Curtea de Apel Oradea.,Reference for a preliminary ruling — Consumer protection — Directive 93/13/EEC — Unfair terms in consumer contracts — Article 3(1) and Article 4(2) — Assessment of the unfairness of contractual terms — Loan agreement concluded in a foreign currency — Exchange rate risk born entirely by the consumer — Significant imbalance in the parties’ rights and obligations arising under the contract — Time at which the imbalance must be assessed — Scope of the concept of terms drafted in ‘plain intelligible language’ — Level of information to be procured by the bank.
62015CJ0168,Case C-168/15,EU:C:2016:602,Judgement,Silva de Lapuerta,Wahl,Slovakia,Slovakia-First Chamber,First Chamber,2,2015-04-14,2016-07-28,2016,7,2015.0,4.0,471 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 28 July 2016.,Milena Tomášová v Slovenská republika - Ministerstvo spravodlivosti SR and Pohotovosť s.r.o.,Request for a preliminary ruling from the Okresný súd Prešov.,Reference for a preliminary ruling — Consumer protection — Directive 93/13/EEC — Unfair terms in consumer contracts — Credit agreement containing an unfair term — Enforcement of an arbitration award in accordance with that term — Member State liability for damage caused to individuals by breaches of EU law attributable to a national court — Conditions of engagement — Existence of a sufficiently serious breach of EU law.
62014CJ0348,Case C-348/14,EU:C:2015:447,Judgement,Levits,Wahl,Romania,Romania-Sixth Chamber,Sixth Chamber,2,2014-07-21,2015-07-09,2015,7,2014.0,7.0,353 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 9 July 2015.,Maria Bucura v SC Bancpost SA.,Request for a preliminary ruling from the Judecătoria Câmpulung.,Reference for a preliminary ruling — Consumer protection — Directive 87/102/EEC — Article 1(2)(a) — Consumer credit — Concept of ‘consumer’ — Directive 93/13/EEC — Articles 2(b); 3 to 5 and 6(1) — Unfair terms — Examination by the national court of its own motion — Terms drafted ‘in plain; intelligible language’ — Information which the creditor must provide.
62013CJ0388,Case C-388/13,EU:C:2015:225,Judgement,Biltgen,Wahl,Hungary,Hungary-First Chamber,First Chamber,2,2013-07-08,2015-04-16,2015,4,2013.0,7.0,647 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 16 April 2015.,Nemzeti Fogyasztóvédelmi Hatóság v UPC Magyarország kft.,Request for a preliminary ruling from the Kúria.,Reference for a preliminary ruling — Directive 2005/29/EC — Unfair commercial practices — Erroneous information provided by a telecommunications undertaking to one of its subscribers which has resulted in additional costs for the latter — Classification as a ‘misleading commercial practice’.
62013CJ0143,  Case C-143/13,EU:C:2015:127,Judgement,Prechal,Wahl,Romania,Romania-Ninth Chamber,Ninth Chamber,2,2013-03-20,2015-02-26,2015,2,2013.0,3.0,708 days 00:00:00.000000000,1,0,Judgment of the Court (Ninth Chamber) of 26 February 2015. , Bogdan Matei and Ioana Ofelia Matei v SC Volksbank România SA. , Reference for a preliminary ruling: Tribunalul Specializat Cluj - Romania. , Directive 93/13/EEC - Unfair terms in contracts concluded between a seller or supplier and a consumer - Article 4(2) - Assessment of the unfairness of contractual terms - Exclusion of terms relating to the main subject-matter of the contract or the adequacy of the price and remuneration as long as they are in plain intelligible language - Terms including a ‘risk charge’ charged by the lender and authorising it; under certain conditions; unilaterally to alter the interest rate. 
62013CJ0482,Joined Cases C-482/13; C-484/13; C-485/13 and C-487/13,EU:C:2015:21,Judgement,Levits,Wahl,Spain,Spain-First Chamber,First Chamber,2,2013-09-10,2015-01-21,2015,1,2013.0,9.0,498 days 00:00:00.000000000,1,1,Judgment of the Court (First Chamber) of 21 January 2015.,Unicaja Banco; SA v José Hidalgo Rueda and Others and Caixabank SA v Manuel María Rueda Ledesma and Others.,Requests for a preliminary ruling from the Juzgado de Primera Instancia e Instrucción de Marchena.,Reference for a preliminary ruling — Directive 93/13/EEC — Contracts concluded between sellers or suppliers and consumers — Mortgage contracts — Default interest clauses — Unfair terms — Mortgage enforcement proceedings — Moderation of the amount of interest — Powers of the national court.
62013CJ0449,Case Câ449/13,EU:C:2014:2464,Judgement,Prechal,Wahl,France,France-Fourth Chamber,Fourth Chamber,2,2013-08-12,2014-12-18,2014,12,2013.0,8.0,493 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber); 18 December 2014.,CA Consumer Finance SA v Ingrid Bakkaus and Others.,Request for a preliminary ruling from the Tribunal d’instance d’Orléans.,Reference for a preliminary ruling — Consumer protection — Consumer credit — Directive 2008/48/EC — Pre-contractual information duties — Obligation to check the borrower’s creditworthiness — Burden of proof — Methods of proof.
62013CJ0034,Case Câ34/13,EU:C:2014:2189,Judgement,Toader,Wahl,Slovakia,Slovakia-Third Chamber,Third Chamber,2,2013-01-23,2014-09-10,2014,9,2013.0,1.0,595 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber); 10 September 2014.,Monika Kušionová v SMART Capital; a.s.,Request for a preliminary ruling from the Krajský súd v Prešove.,Reference for a preliminary ruling — Directive 93/13/EEC — Unfair terms — Consumer credit agreement — Article 1(2) — Term reflecting a mandatory statutory provision — Scope of the directive — Articles 3(1); 4; 6(1) and 7(1) — Security for credit in the form of a charge on immovable property — Whether it is possible to enforce the charge by means of a sale by auction — Judicial review.
62013CJ0026,Case Câ26/13,EU:C:2014:282,Judgement,Prechal,Wahl,Hungary,Hungary-Fourth Chamber,Fourth Chamber,2,2013-01-21,2014-04-30,2014,4,2013.0,1.0,464 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber); 30 April 2014.,Árpád Kásler and Hajnalka Káslerné Rábai v OTP Jelzálogbank Zrt.,Request for a preliminary ruling from the Kúria.,Directive 93/13/EEC — Unfair terms in a contract concluded between a seller or supplier and a consumer — Articles 4(2) and 6(1) — Assessment of the unfairness of the contractual terms — Exclusion of terms relating to the main subject­ matter of the contract or the adequacy of the price and the remuneration provided they are drafted in plain intelligible language — Consumer credit contracts denominated in foreign currency — Terms relating to the exchange rate — Difference between the buying rate of exchange applicable to the advance of the loan and the selling rate of exchange applicable to its repayment — Powers of the national court when dealing with a term considered to be unfair — Substitution of the unfair term by a supplementary provision of national law — Whether lawful.
62012CJ0565,Case Câ565/12,EU:C:2014:190,Judgement,Prechal,Wahl,France,France-Fourth Chamber,Fourth Chamber,2,2012-12-06,2014-03-27,2014,3,2012.0,12.0,476 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber); 27 March 2014.,LCL Le Crédit Lyonnais SA v Fesih Kalhan.,Request for a preliminary ruling from the tribunal d’instance d’Orléans.,Consumer protection — Credit agreements for consumers — Directive 2008/48/EC — Articles 8 and 23 — Creditor’s obligation to assess the borrower’s creditworthiness prior to conclusion of the agreement — National provision imposing the obligation to consult a database — Forfeiture of entitlement to contractual interest in the event of failure to comply with that obligation — Effective; proportionate and dissuasive nature of the penalty.
62012CJ0226,  Case C-226/12,EU:C:2014:10,Judgement,Berger,Wahl,Spain,Spain-First Chamber,First Chamber,2,2012-05-14,2014-01-16,2014,1,2012.0,5.0,612 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 16 January 2014. , Constructora Principado SA v José Ignacio Menéndez Álvarez. , Reference for a preliminary ruling: Audiencia Provincial de Oviedo - Spain. , Directive 93/13/EEC - Consumer contracts - Contract for the purchase of immovable property - Unfair terms - Criteria for assessment. 
62011CJ0435,Case Câ435/11,EU:C:2013:574,Judgement,Kasel,Wahl,Austria,Austria-First Chamber,First Chamber,2,2011-08-26,2013-09-19,2013,9,2011.0,8.0,755 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber); 19 September 2013.,CHS Tour Services GmbH v Team4 Travel GmbH.,Request for a preliminary ruling from the Oberster Gerichtshof.,Directive 2005/29/EC — Unfair commercial practices — Sales brochure containing false information — Treated as ‘misleading commercial practice’ — Case in which the trader cannot be criticised for any breach of the duty of diligence.
61980CJ0053,  Case 53/80,EU:C:1981:35,Judgement,Bosco,Warner,Netherlands,Netherlands-First Chamber,First Chamber,4,1980-02-07,1981-02-05,1981,2,1980.0,2.0,364 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 5 February 1981. , Officier van justitie v Koninklijke Kaasfabriek Eyssen BV. , Reference for a preliminary ruling: Gerechtshof Amsterdam - Netherlands. , Free movement of goods: prohibition of additives. 
62012CJ0609,Case Câ609/12,EU:C:2014:252,Judgement,Safjan,Wathelet,Germany,Germany-Fourth Chamber,Fourth Chamber,3,2012-12-27,2014-04-10,2014,4,2012.0,12.0,469 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber); 10 April 2014.,Ehrmann AG v Zentrale zur Bekämpfung unlauteren Wettbewerbs eV.,Request for a preliminary ruling from the Bundesgerichtshof.,Reference for a preliminary ruling — Consumer information and protection — Regulation (EC) No 1924/2006 — Nutrition and health claims made on foods — Labelling and presentation of those foods — Article 10(2) — Temporal application — Article 28(5) and (6) — Transitional measures.
62012CJ0391,Case Câ391/12,EU:C:2013:669,Judgement,Toader,Wathelet,Germany,Germany-Third Chamber,Third Chamber,2,2012-08-22,2013-10-17,2013,10,2012.0,8.0,421 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber); 17 October 2013.,RLvS Verlagsgesellschaft mbH v Stuttgarter Wochenblatt GmbH.,Request for a preliminary ruling from the Bundesgerichtshof.,Directive 2005/29/EC — Unfair commercial practices — Scope ratione personae — Misleading omissions in advertorials — Legislation of a Member State prohibiting any publication for remuneration not identified by the term ‘advertisement’ (‘Anzeige’) — Complete harmonisation — Stricter measures — Freedom of the press.
62012CJ0299,Case Câ299/12,EU:C:2013:501,Judgement,Safjan,Wathelet,Czech Republic,Czech Republic-Ninth Chamber,Ninth Chamber,3,2012-06-18,2013-07-18,2013,7,2012.0,6.0,395 days 00:00:00.000000000,1,0,Judgment of the Court (Ninth Chamber); 18 July 2013.,Green — Swan Pharmaceuticals CR; a.s. v Státní zemědělská a potravinářská inspekce; ústřední inspektorát.,Request for a preliminary ruling from the Nejvyšší správní soud.,Consumer protection — Regulation (EC) No 1924/2006 — Nutrition and health claims made on foods — Article 2(2)(6) — ‘Reduction of disease risk claim’ — Article 28(2) — Products bearing trade marks or brand names — Transitional measures.
62016CO0356,Case C-356/16,EU:C:2017:809,Order,Bay Larsen,Bot,Belgium,Belgium-Third Chamber,Third Chamber,2,2016-06-27,2017-10-26,2017,10,2016.0,6.0,486 days 00:00:00.000000000,1,0,Order of the Court (Third Chamber) of 26 October 2017.,Criminal proceedings against Wamo BVBA and Luc Cecile Jozef Van Mol.,Request for a preliminary ruling from the Nederlandstalige rechtbank van eerste aanleg Brussel.,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court of Justice — Directive 2005/29/EC — Unfair commercial practices — National legislation prohibiting the advertising of procedures relating to plastic surgery or non-surgical plastic medicine.
62016CO0535,Case C-535/16,EU:C:2017:321,Order,Berger,Kokott,Romania,Romania-Tenth Chamber,Tenth Chamber,1,2016-10-21,2017-04-27,2017,4,2016.0,10.0,188 days 00:00:00.000000000,1,0,Order of the Court (Tenth Chamber) of 27 April 2017.,Michael Tibor Bachman v FAER IFN SA.,Request for a preliminary ruling from the Tribunalul Specializat Mureș.,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Consumer protection — Directive 93/13/EEC — Article 2(b) — Unfair terms in consumer contracts — Notion of ‘consumer’ — Natural person having concluded an agreement for novation with a credit institution in order to meet repayment obligations to that institution in respect of credit obtained by a commercial company.
62015CO0534,Case C-534/15,EU:C:2016:700,Order,Berger,Kokott,Romania,Romania-Tenth Chamber,Tenth Chamber,2,2015-10-12,2016-09-14,2016,9,2015.0,10.0,338 days 00:00:00.000000000,1,0,Order of the Court (Tenth Chamber) of 14 September 2016.,Pavel Dumitraș and Mioara Dumitraș v BRD Groupe Société Générale – sucursala Satu Mare.,not_specified,Reference for a preliminary ruling — Consumer protection — Directive 93/13/EEC — Unfair terms — Article 1(1) — Article 2(b) — Status of consumer — Assignment of a debt by novation of loan agreements — Contracts providing immovable property as security entered into by individuals not having any professional relationship with the new debtor company.
62015CO0074,Case C-74/15,EU:C:2015:772,Order,Berger,Kokott,Romania,Romania-Sixth Chamber,Sixth Chamber,2,2015-02-18,2015-11-19,2015,11,2015.0,2.0,274 days 00:00:00.000000000,1,0,Order of the Court (Sixth Chamber) of 19 November 2015.,Dumitru Tarcău and Ileana Tarcău v Banca Comercială Intesa Sanpaolo România SA and Others.,Request for a preliminary ruling from the Curtea de Apel Oradea.,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Consumer protection — Directive 93/13/EEC — Article 1(1) and Article 2(b) — Unfair terms in consumer contracts — Contracts of guarantee or providing security concluded with a credit institution by natural persons acting for purposes outside their trade; business or profession and not having any link of a functional nature with the commercial company in respect of which they act as guarantors or sureties.
62010CO0352,  Case C-352/10,EU:C:2010:768,Order,Berger,Trstenjak,Spain,Spain-Fifth Chamber,Fifth Chamber,2,2010-07-13,2010-12-15,2010,12,2010.0,7.0,155 days 00:00:00.000000000,1,0,Order of the Court (Fifth Chamber) of 15 December 2010. , Angel Lorenzo González Alonso v Nationale Nederlanden Vida Cia De Seguros y Reaseguros SAE. , Reference for a preliminary ruling: Audiencia Provincial de Oviedo - Spain. , Preliminary references - Inadmissibility. 
62009CO0085,  Case C-85/09 P,EU:C:2009:685,Order,Bonichot,Trstenjak,Portugal,Portugal-Fourth Chamber,Fourth Chamber,3,2009-02-26,2009-10-29,2009,10,2009.0,2.0,245 days 00:00:00.000000000,1,0,Order of the Court (Fourth Chamber) of 29 October 2009. , Portela - Comércio de artigos ortopédicos e hospitalares Lda v Commission of the European Communities. ,not_specified, Appeal - Non-contractual liability - Claim for compensation for damage sustained on account of the various omissions by the Commission in the application of Directive 93/42/EEC - No causal connection between the omission alleged and the damage suffered by the applicant in the marketing of defective digital thermometers - Appeal manifestly unfounded. 
62017CO0344,Case C-344/17,EU:C:2017:924,Order,Borg Barthet,Tanchev,Italy,Italy-Tenth Chamber,Tenth Chamber,2,2017-06-09,2017-11-30,2017,11,2017.0,6.0,174 days 00:00:00.000000000,1,0,Order of the Court (Tenth Chamber) of 30 November 2017.,IJDF Italy Srl v Violeta Fernando Dionisio and Alex Del Rosario Fernando.,Request for a preliminary ruling from the Tribunale di Torino.,Reference for a preliminary ruling — Consumer contracts — Directive 93/13/EEC — National legislation which permits the main debtor and the guarantor to be brought together before the same court — Derogation from the rules establishing the domicile of the consumer — Article 99 of the Rules of Procedure of the Court.
62015CO0537,Case C-537/15,EU:C:2016:143,Order,Borg Barthet,Saugmandsgaard Ãe,Poland,Poland-Tenth Chamber,Tenth Chamber,2,2015-10-15,2016-03-03,2016,3,2015.0,10.0,140 days 00:00:00.000000000,1,0,Order of the Court (Tenth Chamber) of 3 March 2016.,Euro Bank SA v Marek Łopaciński.,Request for a preliminary ruling from the Sąd Rejonowy w Koninie.,Reference for a preliminary ruling — Consumer protection — Directive 93/13/EEC — Credit agreement — Unfair terms — National rules — Simplified enforcement for banks — Attachment of an enforcement clause by the enforcement court — Assessment by the national court; of its own motion; as to whether contractual terms are unfair — Impossible — National legislation at issue repealed — No need to adjudicate.
62015CO0013,Case C-13/15,EU:C:2015:560,Order,Borg Barthet,Mengozzi,France,France-Sixth Chamber,Sixth Chamber,2,2015-01-16,2015-09-08,2015,9,2015.0,1.0,235 days 00:00:00.000000000,1,0,Order of the Court (Sixth Chamber) of 8 September 2015.,Criminal proceedings against Cdiscount SA.,Request for a preliminary ruling from the Cour de cassation (France).,Reference for a preliminary ruling — Article 99 of the Rules of Procedure of the Court — Directive 2005/29/EC — Consumer protection — Unfair commercial practices — Price reduction — Marking or display of reference price.
62013CO0430,Case Câ430/13,EU:C:2014:32,Order,Borg Barthet,Mengozzi,Hungary,Hungary-Sixth Chamber,Sixth Chamber,2,2013-07-29,2014-01-16,2014,1,2013.0,7.0,171 days 00:00:00.000000000,1,0,Order of the Court (Sixth Chamber); 16 January 2014.,Ilona Baradics and Others v QBE Insurance (Europe) Ltd Magyarországi Fióktelepe and Magyar Állam.,Request for a preliminary ruling from the Fővárosi Ítélőtábla.,Article 99 of the Rules of Procedure of the Court of Justice — Package travel; package holidays and package tours — National legislation laying down minimum percentages for the security that a travel organiser must provide in order to refund; in the event of insolvency; money paid over by consumers.
62000CO0345,  Case C-345/00 P,EU:C:2001:270,Order,Edward,Stix-Hackl,France,France-Fifth Chamber,Fifth Chamber,2,2000-09-19,2001-05-10,2001,5,2000.0,9.0,233 days 00:00:00.000000000,1,0,Order of the Court (Fifth Chamber) of 10 May 2001. , Fédération nationale d'agriculture biologique des régions de France (FNAB); Syndicat européen des transformateurs et disributeurs de produits de l'agriculture biologique (Setrab) and Est Distribution Biogam SARL v Council of the European Union. ,not_specified, Appeal - Regulation (EEC) No 1804/1999 - Prohibition of use of indications suggesting an organic method of production in the labelling and advertising of products not obtained by that production method - Temporary derogation for existing trademarks - Application for annulment - Inadmissible - Appeal manifestly unfounded. 
62014CO0085,Case C-85/14,EU:C:2015:668,Order,JaraÅ¡iÅ«nas,Bot,Netherlands,Netherlands-Third Chamber,Third Chamber,5,2014-02-18,2015-10-06,2015,10,2014.0,2.0,595 days 00:00:00.000000000,1,0,Order of the Court (Third Chamber) of 6 October 2015.,KPN BV v Autoriteit Consument en Markt (ACM).,Request for a preliminary ruling from the College van Beroep voor het Bedrijfsleven.,Rectification of a judgment.
